date,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,tailnum,air_time,name
2013-01-04,17:56,17:53,3.0,20:37,21:05,-28.0,N517UA,317.0,United Air Lines Inc.
2013-01-04,13:40,13:45,-5.0,16:32,17:05,-33.0,N319AA,325.0,American Airlines Inc.
2013-01-04,19:46,19:05,41.0,22:26,22:25,1.0,N338AA,312.0,American Airlines Inc.
2013-01-04,20:17,20:00,17.0,23:17,23:25,-8.0,N625VA,333.0,Virgin America
2013-01-04,20:19,20:30,-11.0,22:54,23:34,-40.0,N557UA,312.0,United Air Lines Inc.
2013-01-04,20:46,20:40,6.0,23:42,23:59,-17.0,N796JB,320.0,JetBlue Airways
2013-01-04,20:59,21:00,-1.0,23:49,00:31,-42.0,N727TW,318.0,Delta Air Lines Inc.
2013-01-04,21:30,21:35,-5.0,00:05,00:50,-45.0,N323AA,315.0,American Airlines Inc.
2013-01-04,18:59,19:00,-1.0,22:00,22:38,-38.0,N705TW,328.0,Delta Air Lines Inc.
2013-01-04,13:28,13:30,-2.0,16:21,16:55,-34.0,N631VA,333.0,Virgin America
2013-01-04,16:44,16:45,-1.0,19:29,20:05,-36.0,N336AA,326.0,American Airlines Inc.
2013-01-04,11:57,12:00,-3.0,14:47,15:10,-23.0,N322AA,327.0,American Airlines Inc.
2013-01-04,06:06,05:59,7.0,08:46,09:16,-30.0,N19117,307.0,United Air Lines Inc.
2013-01-04,07:15,07:00,15.0,10:13,10:34,-21.0,N727TW,322.0,Delta Air Lines Inc.
2013-01-04,07:21,07:00,21.0,10:01,10:14,-13.0,N646JB,302.0,JetBlue Airways
2013-01-04,07:28,07:30,-2.0,10:24,11:00,-36.0,N323AA,327.0,American Airlines Inc.
2013-01-04,08:34,08:29,5.0,11:34,11:53,-19.0,N34137,321.0,United Air Lines Inc.
2013-01-04,08:56,09:00,-4.0,12:15,12:25,-10.0,N629VA,311.0,Virgin America
2013-01-04,08:58,09:00,-2.0,12:10,12:20,-10.0,N328AA,327.0,American Airlines Inc.
2013-01-04,07:00,07:00,0.0,09:41,10:25,-44.0,N633VA,318.0,Virgin America
2013-01-04,10:01,09:45,16.0,12:32,12:58,-26.0,N729JB,310.0,JetBlue Airways
2013-01-04,08:58,09:00,-2.0,12:15,12:27,-12.0,N705TW,336.0,Delta Air Lines Inc.
2013-01-04,11:54,12:00,-6.0,14:51,15:29,-38.0,N706TW,331.0,Delta Air Lines Inc.
2013-01-04,11:30,11:30,0.0,14:13,14:50,-37.0,N634VA,318.0,Virgin America
2013-01-04,12:20,12:20,0.0,14:57,15:31,-34.0,N807JB,312.0,JetBlue Airways
2013-01-04,10:28,10:30,-2.0,13:42,13:40,2.0,N327AA,334.0,American Airlines Inc.
2013-01-04,11:18,11:30,-12.0,13:50,14:45,-55.0,N512UA,309.0,United Air Lines Inc.
2013-01-05,13:46,13:45,1.0,16:55,17:05,-10.0,N336AA,350.0,American Airlines Inc.
2013-01-05,21:46,21:35,11.0,01:00,00:50,10.0,N320AA,346.0,American Airlines Inc.
2013-01-05,20:45,20:40,5.0,23:42,23:59,-17.0,N652JB,339.0,JetBlue Airways
2013-01-05,20:08,20:00,8.0,23:30,23:25,5.0,N635VA,353.0,Virgin America
2013-01-05,19:03,19:05,-2.0,22:21,22:25,-4.0,N335AA,350.0,American Airlines Inc.
2013-01-05,18:57,19:00,-3.0,22:18,22:20,-2.0,N557UA,344.0,United Air Lines Inc.
2013-01-05,17:19,17:05,14.0,20:28,20:40,-12.0,N711ZX,342.0,Delta Air Lines Inc.
2013-01-05,17:04,16:55,9.0,20:19,20:30,-11.0,N626VA,348.0,Virgin America
2013-01-05,16:41,16:45,-4.0,19:37,20:05,-28.0,N323AA,335.0,American Airlines Inc.
2013-01-05,16:31,16:30,1.0,19:28,19:52,-24.0,N807JB,335.0,JetBlue Airways
2013-01-05,15:44,15:00,44.0,19:16,18:37,39.0,N703TW,335.0,Delta Air Lines Inc.
2013-01-05,15:39,15:45,-6.0,18:54,19:10,-16.0,N332AA,340.0,American Airlines Inc.
2013-01-05,15:35,15:40,-5.0,18:54,19:00,-6.0,N517UA,349.0,United Air Lines Inc.
2013-01-05,19:00,19:00,0.0,22:12,22:35,-23.0,N727TW,351.0,Delta Air Lines Inc.
2013-01-05,13:33,13:30,3.0,16:44,16:55,-11.0,N634VA,352.0,Virgin America
2013-01-05,12:20,12:20,0.0,15:30,15:31,-1.0,N593JB,341.0,JetBlue Airways
2013-01-05,13:08,12:00,68.0,16:21,15:10,71.0,N329AA,346.0,American Airlines Inc.
2013-01-05,05:57,06:01,-4.0,08:58,09:21,-23.0,N34137,333.0,United Air Lines Inc.
2013-01-05,07:00,07:00,0.0,10:14,10:25,-11.0,N641VA,346.0,Virgin America
2013-01-05,08:51,09:00,-9.0,12:06,12:20,-14.0,N328AA,343.0,American Airlines Inc.
2013-01-05,08:57,09:00,-3.0,12:25,12:27,-2.0,N705TW,344.0,Delta Air Lines Inc.
2013-01-05,08:36,08:30,6.0,12:00,11:54,6.0,N12116,346.0,United Air Lines Inc.
2013-01-05,09:43,09:45,-2.0,12:43,12:58,-15.0,N590JB,343.0,JetBlue Airways
2013-01-05,10:31,10:30,1.0,13:41,13:40,1.0,N322AA,348.0,American Airlines Inc.
2013-01-05,11:28,11:30,-2.0,14:34,14:45,-11.0,N532UA,347.0,United Air Lines Inc.
2013-01-05,11:42,11:30,12.0,14:55,14:50,5.0,N629VA,348.0,Virgin America
2013-01-05,11:51,12:00,-9.0,14:56,15:29,-33.0,N702TW,344.0,Delta Air Lines Inc.
2013-01-05,08:57,09:00,-3.0,12:25,12:25,0.0,N638VA,347.0,Virgin America
2013-01-06,16:53,16:55,-2.0,19:55,20:30,-35.0,N640VA,339.0,Virgin America
2013-01-06,15:30,15:30,0.0,18:44,18:54,-10.0,N14102,328.0,United Air Lines Inc.
2013-01-06,15:44,15:45,-1.0,18:51,19:10,-19.0,N338AA,332.0,American Airlines Inc.
2013-01-06,16:31,16:30,1.0,19:36,19:52,-16.0,N648JB,332.0,JetBlue Airways
2013-01-06,16:43,16:45,-2.0,19:52,20:05,-13.0,N320AA,338.0,American Airlines Inc.
2013-01-06,16:57,17:00,-3.0,20:25,20:36,-11.0,N703TW,349.0,Delta Air Lines Inc.
2013-01-06,20:53,21:00,-7.0,00:18,00:31,-13.0,N718TW,335.0,Delta Air Lines Inc.
2013-01-06,18:56,19:05,-9.0,22:07,22:25,-18.0,N339AA,320.0,American Airlines Inc.
2013-01-06,18:58,19:00,-2.0,22:19,22:38,-19.0,N702TW,332.0,Delta Air Lines Inc.
2013-01-06,20:11,20:00,11.0,23:09,23:25,-16.0,N624VA,336.0,Virgin America
2013-01-06,20:21,20:25,-4.0,22:53,23:29,-36.0,N512UA,305.0,United Air Lines Inc.
2013-01-06,20:36,20:40,-4.0,23:37,23:57,-20.0,N807JB,332.0,JetBlue Airways
2013-01-06,21:41,21:35,6.0,00:50,00:50,0.0,N329AA,343.0,American Airlines Inc.
2013-01-06,17:46,17:51,-5.0,20:41,21:03,-22.0,N557UA,334.0,United Air Lines Inc.
2013-01-06,13:42,13:45,-3.0,17:04,17:05,-1.0,N322AA,342.0,American Airlines Inc.
2013-01-06,15:00,15:00,0.0,18:34,18:37,-3.0,N717TW,345.0,Delta Air Lines Inc.
2013-01-06,12:15,12:20,-5.0,15:18,15:31,-13.0,N641JB,343.0,JetBlue Airways
2013-01-06,06:56,07:00,-4.0,10:01,10:14,-13.0,N804JB,337.0,JetBlue Airways
2013-01-06,06:56,07:00,-4.0,09:58,10:25,-27.0,N626VA,338.0,Virgin America
2013-01-06,07:30,07:30,0.0,10:53,11:00,-7.0,N329AA,354.0,American Airlines Inc.
2013-01-06,08:38,08:30,8.0,11:59,11:54,5.0,N12116,332.0,United Air Lines Inc.
2013-01-06,08:58,09:00,-2.0,12:10,12:27,-17.0,N702TW,323.0,Delta Air Lines Inc.
2013-01-06,08:58,09:00,-2.0,12:27,12:25,2.0,N632VA,348.0,Virgin America
2013-01-06,13:27,13:30,-3.0,16:34,16:55,-21.0,N621VA,347.0,Virgin America
2013-01-06,09:54,09:45,9.0,12:59,12:58,1.0,N583JB,343.0,JetBlue Airways
2013-01-06,10:27,10:30,-3.0,13:35,13:40,-5.0,N328AA,344.0,American Airlines Inc.
2013-01-06,11:29,11:30,-1.0,14:35,14:37,-2.0,N554UA,346.0,United Air Lines Inc.
2013-01-06,11:31,11:30,1.0,14:38,14:50,-12.0,N638VA,342.0,Virgin America
2013-01-06,11:53,12:00,-7.0,15:00,15:29,-29.0,N711ZX,337.0,Delta Air Lines Inc.
2013-01-06,11:58,12:00,-2.0,15:03,15:10,-7.0,N324AA,344.0,American Airlines Inc.
2013-01-06,09:05,09:00,5.0,12:34,12:20,14.0,N327AA,344.0,American Airlines Inc.
2013-01-07,14:54,15:00,-6.0,18:22,18:37,-15.0,N712TW,328.0,Delta Air Lines Inc.
2013-01-07,15:45,15:45,0.0,18:30,19:10,-40.0,N338AA,322.0,American Airlines Inc.
2013-01-07,15:47,15:40,7.0,18:59,19:00,-1.0,N14102,328.0,United Air Lines Inc.
2013-01-07,16:23,16:25,-2.0,19:00,19:54,-54.0,N807JB,320.0,JetBlue Airways
2013-01-07,16:50,16:45,5.0,19:40,20:05,-25.0,N329AA,322.0,American Airlines Inc.
2013-01-07,16:57,17:00,-3.0,20:03,20:36,-33.0,N718TW,328.0,Delta Air Lines Inc.
2013-01-07,17:28,16:55,33.0,20:42,20:30,12.0,N641VA,330.0,Virgin America
2013-01-07,19:22,19:00,22.0,22:22,22:38,-16.0,N717TW,332.0,Delta Air Lines Inc.
2013-01-07,19:00,19:05,-5.0,21:33,22:25,-52.0,N339AA,310.0,American Airlines Inc.
2013-01-07,19:59,20:00,-1.0,23:10,23:25,-15.0,N621VA,323.0,Virgin America
2013-01-07,20:22,20:25,-3.0,22:50,23:29,-39.0,N555UA,309.0,United Air Lines Inc.
2013-01-07,20:40,20:40,0.0,23:34,23:57,-23.0,N652JB,321.0,JetBlue Airways
2013-01-07,13:44,13:45,-1.0,16:48,17:05,-17.0,N332AA,337.0,American Airlines Inc.
2013-01-07,21:34,21:35,-1.0,00:19,00:50,-31.0,N328AA,323.0,American Airlines Inc.
2013-01-07,17:50,17:53,-3.0,20:57,21:05,-8.0,N512UA,330.0,United Air Lines Inc.
2013-01-07,20:58,21:00,-2.0,23:50,00:31,-41.0,N704X,313.0,Delta Air Lines Inc.
2013-01-07,13:29,13:30,-1.0,16:22,16:55,-33.0,N848VA,326.0,Virgin America
2013-01-07,11:59,12:00,-1.0,14:50,15:29,-39.0,N706TW,329.0,Delta Air Lines Inc.
2013-01-07,13:23,08:30,293.0,16:04,11:54,250.0,N12116,311.0,United Air Lines Inc.
2013-01-07,06:20,06:01,19.0,09:02,09:18,-16.0,N57857,319.0,United Air Lines Inc.
2013-01-07,06:52,07:00,-8.0,09:34,10:25,-51.0,N640VA,321.0,Virgin America
2013-01-07,06:58,07:00,-2.0,09:45,10:34,-49.0,N711ZX,311.0,Delta Air Lines Inc.
2013-01-07,07:24,07:30,-6.0,10:08,11:00,-52.0,N328AA,312.0,American Airlines Inc.
2013-01-07,08:56,09:00,-4.0,11:44,12:25,-41.0,N837VA,324.0,Virgin America
2013-01-07,07:04,07:00,4.0,09:44,10:27,-43.0,N652JB,313.0,JetBlue Airways
2013-01-07,09:04,09:00,4.0,12:03,12:20,-17.0,N335AA,316.0,American Airlines Inc.
2013-01-07,11:23,11:25,-2.0,13:59,14:39,-40.0,N768JB,312.0,JetBlue Airways
2013-01-07,11:23,11:30,-7.0,14:05,14:45,-40.0,N508UA,320.0,United Air Lines Inc.
2013-01-07,11:32,11:30,2.0,14:23,14:50,-27.0,N845VA,319.0,Virgin America
2013-01-07,11:53,12:00,-7.0,14:25,15:10,-45.0,N336AA,306.0,American Airlines Inc.
2013-01-07,11:57,10:30,87.0,14:58,13:40,78.0,N327AA,335.0,American Airlines Inc.
2013-01-07,08:58,09:00,-2.0,12:04,12:27,-23.0,N717TW,327.0,Delta Air Lines Inc.
2013-01-08,17:33,16:55,38.0,20:42,20:35,7.0,N627VA,345.0,Virgin America
2013-01-08,15:48,15:40,8.0,18:42,19:00,-18.0,N12125,331.0,United Air Lines Inc.
2013-01-08,16:26,16:25,1.0,19:20,19:54,-34.0,N809JB,336.0,JetBlue Airways
2013-01-08,17:00,17:00,0.0,20:38,20:36,2.0,N704X,338.0,Delta Air Lines Inc.
2013-01-08,17:16,16:45,31.0,20:18,20:05,13.0,N336AA,342.0,American Airlines Inc.
2013-01-08,17:52,17:53,-1.0,21:05,21:05,0.0,N555UA,349.0,United Air Lines Inc.
2013-01-08,15:46,15:45,1.0,18:51,19:10,-19.0,N324AA,341.0,American Airlines Inc.
2013-01-08,18:59,19:05,-6.0,21:58,22:25,-27.0,N322AA,337.0,American Airlines Inc.
2013-01-08,20:09,20:00,9.0,23:34,23:29,5.0,N638VA,362.0,Virgin America
2013-01-08,20:20,20:25,-5.0,23:38,23:29,9.0,N510UA,351.0,United Air Lines Inc.
2013-01-08,20:38,20:40,-2.0,23:42,23:57,-15.0,N768JB,342.0,JetBlue Airways
2013-01-08,20:58,21:00,-2.0,00:29,00:31,-2.0,N705TW,356.0,Delta Air Lines Inc.
2013-01-08,21:30,21:35,-5.0,01:14,00:50,24.0,N328AA,376.0,American Airlines Inc.
2013-01-08,18:58,19:00,-2.0,22:23,22:38,-15.0,N722TW,345.0,Delta Air Lines Inc.
2013-01-08,13:38,13:45,-7.0,16:52,17:05,-13.0,N325AA,347.0,American Airlines Inc.
2013-01-08,14:56,15:00,-4.0,18:28,18:37,-9.0,N711ZX,342.0,Delta Air Lines Inc.
2013-01-08,11:58,12:00,-2.0,15:22,15:29,-7.0,N624AG,333.0,Delta Air Lines Inc.
2013-01-08,06:59,07:00,-1.0,10:11,10:34,-23.0,N718TW,340.0,Delta Air Lines Inc.
2013-01-08,07:03,07:00,3.0,10:03,10:27,-24.0,N768JB,326.0,JetBlue Airways
2013-01-08,07:11,07:05,6.0,10:07,10:35,-28.0,N837VA,334.0,Virgin America
2013-01-08,07:29,07:30,-1.0,10:36,11:00,-24.0,N335AA,330.0,American Airlines Inc.
2013-01-08,08:37,08:30,7.0,11:41,11:54,-13.0,N14107,320.0,United Air Lines Inc.
2013-01-08,08:53,09:00,-7.0,12:09,12:20,-11.0,N323AA,341.0,American Airlines Inc.
2013-01-08,09:00,09:00,0.0,12:23,12:27,-4.0,N713TW,343.0,Delta Air Lines Inc.
2013-01-08,05:58,06:01,-3.0,08:50,09:18,-28.0,N12116,324.0,United Air Lines Inc.
2013-01-08,11:28,11:25,3.0,14:14,14:39,-25.0,N636JB,331.0,JetBlue Airways
2013-01-08,09:05,09:00,5.0,12:06,12:30,-24.0,N626VA,335.0,Virgin America
2013-01-08,11:54,12:00,-6.0,14:51,15:10,-19.0,N320AA,334.0,American Airlines Inc.
2013-01-08,13:25,13:20,5.0,16:33,16:50,-17.0,N629VA,343.0,Virgin America
2013-01-08,11:38,10:30,68.0,14:28,13:40,48.0,N319AA,330.0,American Airlines Inc.
2013-01-08,11:30,11:30,0.0,14:37,14:55,-18.0,N641VA,341.0,Virgin America
2013-01-08,11:45,11:30,15.0,14:49,14:45,4.0,N512UA,341.0,United Air Lines Inc.
2013-01-09,15:41,15:40,1.0,18:55,19:00,-5.0,N17139,351.0,United Air Lines Inc.
2013-01-09,15:57,15:45,12.0,18:53,19:10,-17.0,N320AA,323.0,American Airlines Inc.
2013-01-09,16:22,16:25,-3.0,19:29,19:54,-25.0,N768JB,345.0,JetBlue Airways
2013-01-09,16:56,16:55,1.0,20:01,20:35,-34.0,N640VA,344.0,Virgin America
2013-01-09,17:01,16:45,16.0,19:58,20:05,-7.0,N328AA,334.0,American Airlines Inc.
2013-01-09,17:01,17:00,1.0,20:34,20:36,-2.0,N705TW,359.0,Delta Air Lines Inc.
2013-01-09,18:54,19:00,-6.0,22:30,22:38,-8.0,N711ZX,358.0,Delta Air Lines Inc.
2013-01-09,19:03,19:05,-2.0,21:53,22:25,-32.0,N339AA,332.0,American Airlines Inc.
2013-01-09,20:18,20:25,-7.0,23:44,23:29,15.0,N532UA,358.0,United Air Lines Inc.
2013-01-09,20:59,21:00,-1.0,00:31,00:31,0.0,N717TW,358.0,Delta Air Lines Inc.
2013-01-09,14:58,15:00,-2.0,18:35,18:37,-2.0,N718TW,366.0,Delta Air Lines Inc.
2013-01-09,21:33,21:35,-2.0,01:00,00:50,10.0,N319AA,360.0,American Airlines Inc.
2013-01-09,17:48,17:53,-5.0,20:44,21:05,-21.0,N512UA,334.0,United Air Lines Inc.
2013-01-09,19:54,20:00,-6.0,23:12,23:29,-17.0,N631VA,352.0,Virgin America
2013-01-09,13:30,13:20,10.0,16:56,16:50,6.0,N641VA,359.0,Virgin America
2013-01-09,12:07,12:00,7.0,14:51,15:10,-19.0,N332AA,326.0,American Airlines Inc.
2013-01-09,13:41,13:45,-4.0,17:01,17:05,-4.0,N338AA,353.0,American Airlines Inc.
2013-01-09,06:04,06:01,3.0,09:26,09:18,8.0,N14120,354.0,United Air Lines Inc.
2013-01-09,06:58,07:00,-2.0,10:22,10:34,-12.0,N624AG,342.0,Delta Air Lines Inc.
2013-01-09,07:00,07:00,0.0,10:05,10:27,-22.0,N807JB,343.0,JetBlue Airways
2013-01-09,07:28,07:30,-2.0,11:05,11:00,5.0,N319AA,367.0,American Airlines Inc.
