station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LAX,2013-01-01 14:53,47.00,35.00,63.13,20.00,3.00,0.00,30.22,1023.40,10.00,,FEW,SCT,BKN,,15000.00,20000.00,25000.00,,,,,,,,,45.77,KLAX 011453Z 02003KT 10SM FEW150 SCT200 BKN250 08/02 A3022 RMK AO2 SLP234 T00830017 53003,
LAX,2013-01-01 15:53,48.00,34.00,58.07,,6.00,0.00,30.22,1023.30,10.00,,FEW,SCT,BKN,,10000.00,16000.00,20000.00,,,,,,,,,44.82,KLAX 011553Z VRB06KT 10SM FEW100 SCT160 BKN200 09/01 A3022 RMK AO2 SLP233 T00890011,
LAX,2013-01-01 16:53,51.00,35.00,54.09,,4.00,0.00,30.23,1023.50,10.00,,BKN,BKN,,,10000.00,16000.00,,,,,,,,,,51.08,KLAX 011653Z VRB04KT 10SM BKN100 BKN160 11/02 A3023 RMK AO2 SLP235 T01060017,
LAX,2013-01-01 17:53,53.00,33.00,46.46,50.00,4.00,0.00,30.22,1023.30,10.00,,BKN,BKN,,,10000.00,16000.00,,,,,,,,,,53.06,KLAX 011753Z 05004KT 10SM BKN100 BKN160 12/01 A3022 RMK AO2 SLP233 T01170006 10122 20067 52000,
LAX,2013-01-01 18:53,57.00,33.00,40.22,,5.00,0.00,30.21,1022.90,10.00,,SCT,BKN,BKN,,9000.00,10000.00,16000.00,,,,,,,,,57.02,KLAX 011853Z VRB05KT 10SM SCT090 BKN100 BKN160 14/01 A3021 RMK AO2 SLP229 T01390006,
LAX,2013-01-01 19:53,58.00,32.00,37.28,360.00,4.00,0.00,30.16,1021.50,10.00,,FEW,BKN,BKN,,9000.00,11000.00,16000.00,,,,,,,,,57.92,KLAX 011953Z 36004KT 10SM FEW090 BKN110 BKN160 14/00 A3016 RMK AO2 SLP215 T01440000,
LAX,2013-01-01 20:53,59.00,32.00,35.87,0.00,0.00,0.00,30.13,1020.50,10.00,,FEW,BKN,BKN,,9000.00,11000.00,16000.00,,,,,,,,,59.00,KLAX 012053Z 00000KT 10SM FEW090 BKN110 BKN160 15/00 A3013 RMK AO2 SLP205 T01500000 58028,
LAX,2013-01-01 21:53,59.00,28.00,30.53,110.00,6.00,0.00,30.12,1019.80,10.00,,SCT,BKN,BKN,,9000.00,12000.00,18000.00,,,,,,,,,59.00,KLAX 012153Z 11006KT 10SM SCT090 BKN120 BKN180 15/M02 A3012 RMK AO2 SLP198 T01501022,
LAX,2013-01-01 22:53,61.00,29.00,29.52,90.00,6.00,0.00,30.11,1019.50,10.00,,FEW,SCT,,,12000.00,18000.00,,,,,,,,,,60.98,KLAX 012253Z 09006KT 10SM FEW120 SCT180 16/M02 A3011 RMK AO2 SLP195 T01611017,
LAX,2013-01-01 23:53,59.00,29.00,31.68,,4.00,0.00,30.11,1019.50,10.00,,FEW,SCT,,,8000.00,11000.00,,,,,,,,,,59.00,KLAX 012353Z VRB04KT 10SM FEW080 SCT110 15/M02 A3011 RMK AO2 SLP195 T01501017 10161 20117 56010,
LAX,2013-01-02 00:53,59.00,25.00,26.90,0.00,0.00,0.00,30.11,1019.50,10.00,,FEW,SCT,,,8000.00,11000.00,,,,,,,,,,59.00,KLAX 020053Z 00000KT 10SM FEW080 SCT110 15/M04 A3011 RMK AO2 SLP195 T01501039,
LAX,2013-01-02 01:53,54.00,41.00,61.41,270.00,6.00,0.00,30.12,1019.90,10.00,,SCT,,,,11000.00,,,,,,,,,,,53.96,KLAX 020153Z 27006KT 10SM SCT110 12/05 A3012 RMK AO2 SLP199 T01220050,
LAX,2013-01-02 02:53,54.00,44.00,69.08,250.00,4.00,0.00,30.12,1020.10,10.00,,BKN,,,,12000.00,,,,,,,,,,,53.96,KLAX 020253Z 25004KT 10SM BKN120 12/07 A3012 RMK AO2 SLP201 T01220067 53006,
LAX,2013-01-02 03:53,55.00,42.00,61.56,0.00,0.00,0.00,30.14,1020.50,10.00,,BKN,,,,12000.00,,,,,,,,,,,55.04,KLAX 020353Z 00000KT 10SM BKN120 13/06 A3014 RMK AO2 SLP205 T01280056,
LAX,2013-01-02 04:53,58.00,29.00,32.93,140.00,4.00,0.00,30.15,1020.70,10.00,,BKN,,,,12000.00,,,,,,,,,,,57.92,KLAX 020453Z 14004KT 10SM BKN120 14/M02 A3015 RMK AO2 SLP207 T01441017,
LAX,2013-01-02 05:53,57.00,26.00,30.21,100.00,3.00,0.00,30.16,1021.00,10.00,,SCT,,,,12000.00,,,,,,,,,,,57.02,KLAX 020553Z 10003KT 10SM SCT120 14/M03 A3016 RMK AO2 SLP210 T01391033 10161 20122 51011,
LAX,2013-01-02 06:53,55.00,31.00,39.61,0.00,0.00,0.00,30.16,1021.10,10.00,,BKN,,,,15000.00,,,,,,,,,,,55.04,KLAX 020653Z 00000KT 10SM BKN150 13/M01 A3016 RMK AO2 SLP211 T01281006,
LAX,2013-01-02 07:53,54.00,28.00,36.63,0.00,0.00,0.00,30.15,1020.70,10.00,,BKN,,,,14000.00,,,,,,,,,,,53.96,KLAX 020753Z 00000KT 10SM BKN140 12/M02 A3015 RMK AO2 SLP207 T01221022 401610067,
LAX,2013-01-02 08:53,50.00,29.00,43.99,0.00,0.00,0.00,30.14,1020.30,10.00,,FEW,,,,14000.00,,,,,,,,,,,50.00,KLAX 020853Z 00000KT 10SM FEW140 10/M02 A3014 RMK AO2 SLP203 T01001017 58007,
LAX,2013-01-02 09:53,48.00,34.00,58.07,0.00,0.00,0.00,30.12,1019.90,10.00,,FEW,,,,14000.00,,,,,,,,,,,48.02,KLAX 020953Z 00000KT 10SM FEW140 09/01 A3012 RMK AO2 SLP199 T00890011,
LAX,2013-01-02 10:53,47.00,32.00,55.85,0.00,0.00,0.00,30.11,1019.40,10.00,,CLR,,,,,,,,,,,,,,,46.94,KLAX 021053Z 00000KT 10SM CLR 08/00 A3011 RMK AO2 SLP194 T00830000,
LAX,2013-01-02 11:53,46.00,32.00,57.78,130.00,5.00,0.00,30.09,1018.80,10.00,,CLR,,,,,,,,,,,,,,,43.07,KLAX 021153Z 13005KT 10SM CLR 08/00 A3009 RMK AO2 SLP188 T00780000 10139 20072 58016,
LAX,2013-01-02 12:53,45.00,30.00,55.56,100.00,3.00,0.00,30.09,1018.60,10.00,,CLR,,,,,,,,,,,,,,,43.50,KLAX 021253Z 10003KT 10SM CLR 07/M01 A3009 RMK AO2 SLP186 T00721011,
LAX,2013-01-02 13:53,47.00,28.00,47.54,0.00,0.00,0.00,30.08,1018.50,10.00,,CLR,,,,,,,,,,,,,,,46.94,KLAX 021353Z 00000KT 10SM CLR 08/M02 A3008 RMK AO2 SLP185 T00831022,
LAX,2013-01-02 14:53,46.00,29.00,51.03,0.00,0.00,0.00,30.09,1018.70,10.00,,FEW,,,,16000.00,,,,,,,,,,,46.04,KLAX 021453Z 00000KT 10SM FEW160 08/M02 A3009 RMK AO2 SLP187 T00781017 55002,
LAX,2013-01-02 15:53,49.00,29.00,45.79,0.00,0.00,0.00,30.09,1018.90,10.00,,FEW,,,,18000.00,,,,,,,,,,,48.92,KLAX 021553Z 00000KT 10SM FEW180 09/M02 A3009 RMK AO2 SLP189 T00941017,
LAX,2013-01-02 16:53,51.00,29.00,42.26,130.00,4.00,0.00,30.11,1019.40,10.00,,FEW,,,,20000.00,,,,,,,,,,,51.08,KLAX 021653Z 13004KT 10SM FEW200 11/M02 A3011 RMK AO2 SLP194 T01061017,
LAX,2013-01-02 17:53,58.00,28.00,31.74,270.00,7.00,0.00,30.11,1019.40,10.00,,CLR,,,,,,,,,,,,,,,57.92,KLAX 021753Z 27007KT 10SM CLR 14/M02 A3011 RMK AO2 SLP194 T01441022 10144 20067 50008,
LAX,2013-01-02 18:53,59.00,31.00,34.34,270.00,7.00,0.00,30.11,1019.50,10.00,,CLR,,,,,,,,,,,,,,,59.00,KLAX 021853Z 27007KT 10SM CLR 15/M01 A3011 RMK AO2 SLP195 T01501006,
LAX,2013-01-02 19:53,61.00,27.00,27.21,270.00,10.00,0.00,30.09,1018.80,10.00,,FEW,,,,12000.00,,,,,,,,,,,60.98,KLAX 021953Z 27010KT 10SM FEW120 16/M03 A3009 RMK AO2 SLP188 T01611028,
LAX,2013-01-02 20:53,61.00,35.00,37.78,280.00,11.00,0.00,30.06,1018.00,10.00,,CLR,,,,,,,,,,,,,,,60.98,KLAX 022053Z 28011KT 10SM CLR 16/02 A3006 RMK AO2 SLP180 T01610017 58014,
LAX,2013-01-02 21:53,61.00,35.00,37.78,250.00,9.00,0.00,30.05,1017.50,10.00,,CLR,,,,,,,,,,,,,,,60.98,KLAX 022153Z 25009KT 10SM CLR 16/02 A3005 RMK AO2 SLP175 T01610017,
LAX,2013-01-02 22:53,61.00,37.00,40.86,260.00,8.00,0.00,30.05,1017.70,10.00,,FEW,,,,20000.00,,,,,,,,,,,60.98,KLAX 022253Z 26008KT 10SM FEW200 16/03 A3005 RMK AO2 SLP177 T01610028,
LAX,2013-01-02 23:53,59.00,39.00,47.39,250.00,7.00,0.00,30.05,1017.70,10.00,,FEW,,,,15000.00,,,,,,,,,,,59.00,KLAX 022353Z 25007KT 10SM FEW150 15/04 A3005 RMK AO2 SLP177 T01500039 10167 20144 55004,
LAX,2013-01-03 00:53,58.00,40.00,51.02,230.00,3.00,0.00,30.05,1017.50,10.00,,FEW,,,,15000.00,,,,,,,,,,,57.92,KLAX 030053Z 23003KT 10SM FEW150 14/04 A3005 RMK AO2 SLP175 T01440044,
LAX,2013-01-03 01:53,58.00,39.00,49.26,0.00,0.00,0.00,30.05,1017.60,10.00,,FEW,,,,15000.00,,,,,,,,,,,57.92,KLAX 030153Z 00000KT 10SM FEW150 14/04 A3005 RMK AO2 SLP176 T01440039,
LAX,2013-01-03 02:53,57.00,42.00,57.29,50.00,3.00,0.00,30.06,1017.80,10.00,,CLR,,,,,,,,,,,,,,,57.02,KLAX 030253Z 05003KT 10SM CLR 14/06 A3006 RMK AO2 SLP178 T01390056 53000,
LAX,2013-01-03 03:53,55.00,41.00,59.04,0.00,0.00,0.00,30.05,1017.60,10.00,,CLR,,,,,,,,,,,,,,,55.04,KLAX 030353Z 00000KT 10SM CLR 13/05 A3005 RMK AO2 SLP176 T01280050,
LAX,2013-01-03 04:53,54.00,39.00,56.86,,4.00,0.00,30.06,1017.90,10.00,,CLR,,,,,,,,,,,,,,,53.96,KLAX 030453Z VRB04KT 10SM CLR 12/04 A3006 RMK AO2 SLP179 T01220039,
LAX,2013-01-03 05:53,54.00,39.00,56.86,0.00,0.00,0.00,30.06,1017.80,10.00,,CLR,,,,,,,,,,,,,,,53.96,KLAX 030553Z 00000KT 10SM CLR 12/04 A3006 RMK AO2 SLP178 T01220039 10156 20117 53001,
LAX,2013-01-03 06:53,51.00,39.00,63.22,0.00,0.00,0.00,30.07,1017.90,10.00,,CLR,,,,,,,,,,,,,,,51.08,KLAX 030653Z 00000KT 10SM CLR 11/04 A3007 RMK AO2 SLP179 T01060039,
LAX,2013-01-03 07:53,49.00,35.00,58.61,70.00,3.00,0.00,30.07,1017.90,10.00,,CLR,,,,,,,,,,,,,,,48.03,KLAX 030753Z 07003KT 10SM CLR 09/02 A3007 RMK AO2 SLP179 T00940017 401670067,
LAX,2013-01-03 08:53,47.00,33.00,58.33,120.00,3.00,0.00,30.07,1018.10,10.00,,CLR,,,,,,,,,,,,,,,45.77,KLAX 030853Z 12003KT 10SM CLR 08/01 A3007 RMK AO2 SLP181 T00830006 51002,
LAX,2013-01-03 09:53,46.00,33.00,60.35,100.00,4.00,0.00,30.07,1018.20,10.00,,CLR,,,,,,,,,,,,,,,43.82,KLAX 030953Z 10004KT 10SM CLR 08/01 A3007 RMK AO2 SLP182 T00780006,
LAX,2013-01-03 10:53,45.00,32.00,60.20,110.00,3.00,0.00,30.07,1018.00,10.00,,CLR,,,,,,,,,,,,,,,43.50,KLAX 031053Z 11003KT 10SM CLR 07/00 A3007 RMK AO2 SLP180 T00720000,
LAX,2013-01-03 11:53,45.00,32.00,60.20,110.00,3.00,0.00,30.07,1018.00,10.00,,CLR,,,,,,,,,,,,,,,43.50,KLAX 031153Z 11003KT 10SM CLR 07/00 A3007 RMK AO2 SLP180 T00720000 10122 20067 58001,
LAX,2013-01-03 12:53,45.00,30.00,55.56,0.00,0.00,0.00,30.06,1017.80,10.00,,CLR,,,,,,,,,,,,,,,44.96,KLAX 031253Z 00000KT 10SM CLR 07/M01 A3006 RMK AO2 SLP178 T00721011,
LAX,2013-01-03 13:53,44.00,29.00,55.02,110.00,4.00,0.00,30.08,1018.40,10.00,,CLR,,,,,,,,,,,,,,,41.50,KLAX 031353Z 11004KT 10SM CLR 07/M02 A3008 RMK AO2 SLP184 T00671017,
LAX,2013-01-03 14:53,46.00,27.00,47.05,100.00,4.00,0.00,30.10,1019.00,10.00,,FEW,SCT,,,1200.00,15000.00,,,,,,,,,,43.82,KLAX 031453Z 10004KT 10SM FEW012 SCT150 08/M03 A3010 RMK AO2 SLP190 FU FEW012 T00781028 53010,
LAX,2013-01-03 15:53,49.00,28.00,44.14,10.00,3.00,0.00,30.12,1019.80,10.00,,CLR,,,,,,,,,,,,,,,48.03,KLAX 031553Z 01003KT 10SM CLR 09/M02 A3012 RMK AO2 SLP198 T00941022,
LAX,2013-01-03 16:53,54.00,31.00,41.20,0.00,0.00,0.00,30.14,1020.50,10.00,,CLR,,,,,,,,,,,,,,,53.96,KLAX 031653Z 00000KT 10SM CLR 12/M01 A3014 RMK AO2 SLP205 T01221006,
LAX,2013-01-03 17:53,61.00,24.00,24.15,30.00,5.00,0.00,30.15,1020.80,10.00,,CLR,,,,,,,,,,,,,,,60.98,KLAX 031753Z 03005KT 10SM CLR 16/M04 A3015 RMK AO2 SLP208 T01611044 10161 20061 51018,
LAX,2013-01-03 18:53,65.00,23.00,20.08,0.00,0.00,0.00,30.14,1020.60,10.00,,FEW,,,,25000.00,,,,,,,,,,,64.94,KLAX 031853Z 00000KT 10SM FEW250 18/M05 A3014 RMK AO2 SLP206 T01831050,
LAX,2013-01-03 19:53,67.00,21.00,17.24,0.00,0.00,0.00,30.11,1019.50,10.00,,FEW,,,,25000.00,,,,,,,,,,,66.92,KLAX 031953Z 00000KT 10SM FEW250 19/M06 A3011 RMK AO2 SLP195 T01941061,
LAX,2013-01-03 20:53,68.00,19.00,15.24,0.00,0.00,0.00,30.09,1019.00,10.00,,FEW,,,,25000.00,,,,,,,,,,,68.00,KLAX 032053Z COR 00000KT 10SM FEW250 20/M07 A3009 RMK AO2 SLP190 T02001072 58018,
LAX,2013-01-03 21:53,69.00,16.00,12.89,260.00,6.00,0.00,30.08,1018.60,10.00,,FEW,,,,25000.00,,,,,,,,,,,69.08,KLAX 032153Z 26006KT 10SM FEW250 21/M09 A3008 RMK AO2 SLP186 T02061089,
LAX,2013-01-03 22:53,68.00,20.00,15.86,240.00,10.00,0.00,30.09,1018.90,10.00,,FEW,,,,25000.00,,,,,,,,,,,68.00,KLAX 032253Z 24010KT 10SM FEW250 20/M07 A3009 RMK AO2 SLP189 T02001067,
LAX,2013-01-03 23:53,64.00,35.00,33.92,250.00,8.00,0.00,30.09,1018.90,10.00,,FEW,,,,25000.00,,,,,,,,,,,64.04,KLAX 032353Z 25008KT 10SM FEW250 18/02 A3009 RMK AO2 SLP189 T01780017 10211 20161 56001,
LAX,2013-01-04 00:53,63.00,32.00,31.17,220.00,8.00,0.00,30.09,1019.10,10.00,,FEW,,,,25000.00,,,,,,,,,,,62.96,KLAX 040053Z 22008KT 10SM FEW250 17/00 A3009 RMK AO2 SLP191 T01720000,
LAX,2013-01-04 01:53,60.00,39.00,45.60,230.00,7.00,0.00,30.11,1019.50,10.00,,FEW,,,,25000.00,,,,,,,,,,,60.08,KLAX 040153Z 23007KT 10SM FEW250 16/04 A3011 RMK AO2 SLP195 T01560039,
LAX,2013-01-04 02:53,60.00,29.00,30.48,0.00,0.00,0.00,30.12,1019.80,10.00,,CLR,,,,,,,,,,,,,,,60.08,KLAX 040253Z 00000KT 10SM CLR 16/M02 A3012 RMK AO2 SLP198 T01561017 53008,
LAX,2013-01-04 03:53,55.00,38.00,52.40,0.00,0.00,0.00,30.14,1020.40,10.00,,CLR,,,,,,,,,,,,,,,55.04,KLAX 040353Z 00000KT 10SM CLR 13/03 A3014 RMK AO2 SLP204 T01280033,
LAX,2013-01-04 04:53,56.00,35.00,45.26,,6.00,0.00,30.15,1020.90,10.00,,CLR,,,,,,,,,,,,,,,55.94,KLAX 040453Z VRB06KT 10SM CLR 13/02 A3015 RMK AO2 SLP209 T01330017,
LAX,2013-01-04 05:53,57.00,31.00,36.87,,5.00,0.00,30.17,1021.50,10.00,,CLR,,,,,,,,,,,,,,,57.02,KLAX 040553Z VRB05KT 10SM CLR 14/M01 A3017 RMK AO2 SLP215 T01391006 10178 20117 53018,
LAX,2013-01-04 06:53,55.00,24.00,29.89,20.00,3.00,0.00,30.17,1021.60,10.00,,CLR,,,,,,,,,,,,,,,55.04,KLAX 040653Z 02003KT 10SM CLR 13/M04 A3017 RMK AO2 SLP216 T01281044,
LAX,2013-01-04 07:53,53.00,23.00,30.71,60.00,5.00,0.00,30.18,1021.90,10.00,,CLR,,,,,,,,,,,,,,,53.06,KLAX 040753Z 06005KT 10SM CLR 12/M05 A3018 RMK AO2 SLP219 T01171050 402110061,
LAX,2013-01-04 08:53,56.00,19.00,23.37,30.00,8.00,0.00,30.18,1021.90,10.00,,CLR,,,,,,,,,,,,,,,55.94,KLAX 040853Z 03008KT 340V050 10SM CLR 13/M07 A3018 RMK AO2 SLP219 T01331072 53005,
LAX,2013-01-04 09:53,52.00,19.00,27.02,60.00,5.00,0.00,30.19,1022.00,10.00,,CLR,,,,,,,,,,,,,,,51.98,KLAX 040953Z 06005KT 10SM CLR 11/M07 A3019 RMK AO2 SLP220 T01111072,
LAX,2013-01-04 10:53,47.00,22.00,36.85,100.00,3.00,0.00,30.19,1022.10,10.00,,CLR,,,,,,,,,,,,,,,45.77,KLAX 041053Z 10003KT 10SM CLR 08/M06 A3019 RMK AO2 SLP221 T00831056,
LAX,2013-01-04 11:53,49.00,19.00,30.27,80.00,4.00,0.00,30.19,1022.10,10.00,,CLR,,,,,,,,,,,,,,,47.18,KLAX 041153Z 08004KT 10SM CLR 09/M07 A3019 RMK AO2 SLP221 T00941072 10139 20078 51001,
LAX,2013-01-04 12:53,49.00,19.00,30.27,30.00,4.00,0.00,30.20,1022.30,10.00,,CLR,,,,,,,,,,,,,,,47.18,KLAX 041253Z 03004KT 10SM CLR 09/M07 A3020 RMK AO2 SLP223 T00941072,
LAX,2013-01-04 13:53,51.00,18.00,26.66,,3.00,0.00,30.21,1022.80,10.00,,CLR,,,,,,,,,,,,,,,51.08,KLAX 041353Z VRB03KT 10SM CLR 11/M08 A3021 RMK AO2 SLP228 T01061078,
LAX,2013-01-04 14:53,53.00,14.00,20.87,,3.00,0.00,30.23,1023.30,10.00,,CLR,,,,,,,,,,,,,,,53.06,KLAX 041453Z VRB03KT 10SM CLR 12/M10 A3023 RMK AO2 SLP233 T01171100 53012,
LAX,2013-01-04 15:53,51.00,18.00,26.66,0.00,0.00,0.00,30.25,1024.20,10.00,,CLR,,,,,,,,,,,,,,,51.08,KLAX 041553Z 00000KT 10SM CLR 11/M08 A3025 RMK AO2 SLP242 T01061078,
LAX,2013-01-04 16:53,56.00,16.00,20.48,,3.00,0.00,30.27,1025.10,10.00,,CLR,,,,,,,,,,,,,,,55.94,KLAX 041653Z VRB03KT 10SM CLR 13/M09 A3027 RMK AO2 SLP251 T01331089,
LAX,2013-01-04 17:53,60.00,18.00,19.23,40.00,4.00,0.00,30.28,1025.30,10.00,,CLR,,,,,,,,,,,,,,,60.08,KLAX 041753Z 04004KT 10SM CLR 16/M08 A3028 RMK AO2 SLP253 T01561078 10156 20078 51019,
LAX,2013-01-04 18:53,63.00,16.00,15.94,80.00,7.00,0.00,30.26,1024.60,10.00,,CLR,,,,,,,,,,,,,,,62.96,KLAX 041853Z 08007KT 10SM CLR 17/M09 A3026 RMK AO2 SLP246 T01721089,
LAX,2013-01-04 19:53,65.00,14.00,13.64,,3.00,0.00,30.23,1023.60,10.00,,CLR,,,,,,,,,,,,,,,64.94,KLAX 041953Z VRB03KT 10SM CLR 18/M10 A3023 RMK AO2 SLP236 T01831100,
LAX,2013-01-04 20:53,65.00,14.00,13.64,0.00,0.00,0.00,30.20,1022.50,10.00,,CLR,,,,,,,,,,,,,,,64.94,KLAX 042053Z 00000KT 10SM CLR 18/M10 A3020 RMK AO2 SLP225 T01831100 58027,
LAX,2013-01-04 21:53,64.00,25.00,22.51,240.00,7.00,0.00,30.19,1022.20,10.00,,CLR,,,,,,,,,,,,,,,64.04,KLAX 042153Z 24007KT 10SM CLR 18/M04 A3019 RMK AO2 SLP222 T01781039,
LAX,2013-01-04 22:53,63.00,33.00,32.55,250.00,8.00,0.00,30.18,1022.00,10.00,,CLR,,,,,,,,,,,,,,,62.96,KLAX 042253Z 25008KT 10SM CLR 17/01 A3018 RMK AO2 SLP220 T01720006,
LAX,2013-01-04 23:53,62.00,31.00,30.80,240.00,7.00,0.00,30.18,1022.00,10.00,,CLR,,,,,,,,,,,,,,,62.06,KLAX 042353Z 24007KT 10SM CLR 17/M01 A3018 RMK AO2 SLP220 T01671006 10189 20156 56005,
LAX,2013-01-05 00:53,58.00,43.00,57.42,260.00,7.00,0.00,30.19,1022.40,10.00,,CLR,,,,,,,,,,,,,,,57.92,KLAX 050053Z 26007KT 10SM CLR 14/06 A3019 RMK AO2 SLP224 T01440061,
LAX,2013-01-05 01:53,56.00,45.00,66.52,280.00,5.00,0.00,30.20,1022.60,10.00,,CLR,,,,,,,,,,,,,,,55.94,KLAX 050153Z 28005KT 10SM CLR 13/07 A3020 RMK AO2 SLP226 T01330072,
LAX,2013-01-05 02:53,55.00,46.00,71.60,290.00,5.00,0.00,30.21,1023.10,10.00,,CLR,,,,,,,,,,,,,,,55.04,KLAX 050253Z 29005KT 10SM CLR 13/08 A3021 RMK AO2 SLP231 T01280078 53009,
LAX,2013-01-05 03:53,53.00,46.00,76.98,260.00,6.00,0.00,30.22,1023.40,10.00,,CLR,,,,,,,,,,,,,,,53.06,KLAX 050353Z 26006KT 10SM CLR 12/08 A3022 RMK AO2 SLP234 T01170078,
LAX,2013-01-05 04:53,54.00,42.00,64.03,330.00,4.00,0.00,30.24,1023.70,10.00,,CLR,,,,,,,,,,,,,,,53.96,KLAX 050453Z 33004KT 10SM CLR 12/06 A3024 RMK AO2 SLP237 T01220056,
LAX,2013-01-05 05:53,55.00,40.00,56.62,0.00,0.00,0.00,30.25,1024.00,10.00,,CLR,,,,,,,,,,,,,,,55.04,KLAX 050553Z 00000KT 10SM CLR 13/04 A3025 RMK AO2 SLP240 T01280044 10167 20117 53011,
LAX,2013-01-05 06:53,54.00,38.00,54.51,0.00,0.00,0.00,30.25,1024.20,10.00,,CLR,,,,,,,,,,,,,,,53.96,KLAX 050653Z 00000KT 10SM CLR 12/03 A3025 RMK AO2 SLP242 T01220033,
LAX,2013-01-05 07:53,51.00,36.00,56.05,0.00,0.00,0.00,30.25,1024.10,10.00,,CLR,,,,,,,,,,,,,,,51.08,KLAX 050753Z 00000KT 10SM CLR 11/02 A3025 RMK AO2 SLP241 T01060022 401890078,
LAX,2013-01-05 08:53,48.00,32.00,53.63,0.00,0.00,0.00,30.24,1023.90,10.00,,CLR,,,,,,,,,,,,,,,48.02,KLAX 050853Z 00000KT 10SM CLR 09/00 A3024 RMK AO2 SLP239 T00890000 58001,
